condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G459,"Transient cerebral ischemic attack, unspecified",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G460,Middle cerebral artery syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G461,Anterior cerebral artery syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G462,Posterior cerebral artery syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G463,Brain stem stroke syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G464,Cerebellar stroke syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G465,Pure motor lacunar syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G466,Pure sensory lacunar syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G467,Other lacunar syndromes,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G468,Other vascular syndromes of brain in cerebrovascular diseases,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G9731,Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating a nervous system procedure,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,G9732,Intraoperative hemorrhage and hematoma of a nervous system organ or structure complicating other procedure,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6000,Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6001,Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6002,Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6010,Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6011,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6012,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I602,Nontraumatic subarachnoid hemorrhage from anterior communicating artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6020,NULL,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6021,NULL,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6022,NULL,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6030,Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6031,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6032,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I604,Nontraumatic subarachnoid hemorrhage from basilar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6050,Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6051,Nontraumatic subarachnoid hemorrhage from right vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6052,Nontraumatic subarachnoid hemorrhage from left vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I606,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I607,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I608,Other nontraumatic subarachnoid hemorrhage,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I609,"Nontraumatic subarachnoid hemorrhage, unspecified",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I610,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I611,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I612,"Nontraumatic intracerebral hemorrhage in hemisphere, unspecified",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I613,Nontraumatic intracerebral hemorrhage in brain stem,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I614,Nontraumatic intracerebral hemorrhage in cerebellum,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I615,"Nontraumatic intracerebral hemorrhage, intraventricular",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I616,"Nontraumatic intracerebral hemorrhage, multiple localized",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I618,Other nontraumatic intracerebral hemorrhage,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I619,"Nontraumatic intracerebral hemorrhage, unspecified",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6200,"Nontraumatic subdural hemorrhage, unspecified",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6201,Nontraumatic acute subdural hemorrhage,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6202,Nontraumatic subacute subdural hemorrhage,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I629,"Nontraumatic intracranial hemorrhage, unspecified",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6300,Cerebral infarction due to thrombosis of unspecified precerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63011,Cerebral infarction due to thrombosis of right vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63012,Cerebral infarction due to thrombosis of left vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63013,Cerebral infarction due to thrombosis of bilateral vertebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63019,Cerebral infarction due to thrombosis of unspecified vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6302,Cerebral infarction due to thrombosis of basilar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63031,Cerebral infarction due to thrombosis of right carotid artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63032,Cerebral infarction due to thrombosis of left carotid artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63033,Cerebral infarction due to thrombosis of bilateral carotid arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63039,Cerebral infarction due to thrombosis of unspecified carotid artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6309,Cerebral infarction due to thrombosis of other precerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6310,Cerebral infarction due to embolism of unspecified precerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63111,Cerebral infarction due to embolism of right vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63112,Cerebral infarction due to embolism of left vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63113,Cerebral infarction due to embolism of bilateral vertebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63119,Cerebral infarction due to embolism of unspecified vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6312,Cerebral infarction due to embolism of basilar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63131,Cerebral infarction due to embolism of right carotid artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63132,Cerebral infarction due to embolism of left carotid artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63133,Cerebral infarction due to embolism of bilateral carotid arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63139,Cerebral infarction due to embolism of unspecified carotid artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6319,Cerebral infarction due to embolism of other precerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6320,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63211,Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63212,Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63213,Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63219,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6322,Cerebral infarction due to unspecified occlusion or stenosis of basilar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63231,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63232,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63233,Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63239,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6329,Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6330,Cerebral infarction due to thrombosis of unspecified cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63311,Cerebral infarction due to thrombosis of right middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63312,Cerebral infarction due to thrombosis of left middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63313,Cerebral infarction due to thrombosis of bilateral middle cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63319,Cerebral infarction due to thrombosis of unspecified middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63321,Cerebral infarction due to thrombosis of right anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63322,Cerebral infarction due to thrombosis of left anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63323,Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63329,Cerebral infarction due to thrombosis of unspecified anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63331,Cerebral infarction due to thrombosis of right posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63332,Cerebral infarction due to thrombosis of left posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63333,Cerebral infarction due to thrombosis of bilateral posterior cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63339,Cerebral infarction due to thrombosis of unspecified posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63341,Cerebral infarction due to thrombosis of right cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63342,Cerebral infarction due to thrombosis of left cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63343,Cerebral infarction due to thrombosis of bilateral cerebellar arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63349,Cerebral infarction due to thrombosis of unspecified cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6339,Cerebral infarction due to thrombosis of other cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6340,Cerebral infarction due to embolism of unspecified cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63411,Cerebral infarction due to embolism of right middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63412,Cerebral infarction due to embolism of left middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63413,Cerebral infarction due to embolism of bilateral middle cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63419,Cerebral infarction due to embolism of unspecified middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63421,Cerebral infarction due to embolism of right anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63422,Cerebral infarction due to embolism of left anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63423,Cerebral infarction due to embolism of bilateral anterior cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63429,Cerebral infarction due to embolism of unspecified anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63431,Cerebral infarction due to embolism of right posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63432,Cerebral infarction due to embolism of left posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63433,Cerebral infarction due to embolism of bilateral posterior cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63439,Cerebral infarction due to embolism of unspecified posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63441,Cerebral infarction due to embolism of right cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63442,Cerebral infarction due to embolism of left cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63443,Cerebral infarction due to embolism of bilateral cerebellar arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63449,Cerebral infarction due to embolism of unspecified cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6349,Cerebral infarction due to embolism of other cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6350,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63513,Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63519,Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63521,Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63523,Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63529,Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63533,Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63539,Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63541,Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63542,Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63543,Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I63549,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6359,Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I636,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I638,Other cerebral infarction,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6381,Other cerebral infarction due to occlusion or stenosis of small artery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6389,Other cerebral infarction,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I639,"Cerebral infarction, unspecified",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I67841,Reversible cerebrovascular vasoconstriction syndrome,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I67848,Other cerebrovascular vasospasm and vasoconstriction,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I6789,Other cerebrovascular disease,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I97810,Intraoperative cerebrovascular infarction during cardiac surgery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I97811,Intraoperative cerebrovascular infarction during other surgery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I97820,Postprocedural cerebrovascular infarction following cardiac surgery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,I97821,Postprocedural cerebrovascular infarction following other surgery,stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06340A,"Traumatic hemorrhage of right cerebrum without loss of consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06341A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06342A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06343A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06344A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06345A,"Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06346A,"Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06347A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06348A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06349A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of unspecified duration, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06350A,"Traumatic hemorrhage of left cerebrum without loss of consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06351A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06352A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06353A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06354A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06355A,"Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06356A,"Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06357A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06358A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06359A,"Traumatic hemorrhage of left cerebrum with loss of consciousness of unspecified duration, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06360A,"Traumatic hemorrhage of cerebrum, unspecified, without loss of consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06361A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06362A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06363A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06364A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06365A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06366A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06367A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06368A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06369A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06370A,"Contusion, laceration, and hemorrhage of cerebellum without loss of consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06371A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 30 minutes or less, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06372A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06373A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06374A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 6 hours to 24 hours, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06375A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06376A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06377A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06378A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06379A,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of unspecified duration, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06380A,"Contusion, laceration, and hemorrhage of brainstem without loss of consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06381A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06382A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 31 minutes to 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06383A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06384A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 6 hours to 24 hours, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06385A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06386A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06387A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06388A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06389A,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of unspecified duration, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S065X0A,"Traumatic subdural hemorrhage without loss of consciousness, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S065X1A,"Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S065X2A,"Traumatic subdural hemorrhage with loss of consciousness of 31 minutes to 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S065X3A,"Traumatic subdural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S065X4A,"Traumatic subdural hemorrhage with loss of consciousness of 6 hours to 24 hours, initial encounter",stroke
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S065X5A,"Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",stroke
